AOT87930.1	AOT87930.1
BAQ58298.1	ADN06318.1
BAQ58298.1	ADN06362.1
BAQ58298.1	ADN06373.1
BAQ58298.1	ADN89057.1
BAQ58298.1	ADN89090.1
BAQ58298.1	ADN89112.1
BAQ58298.1	ADN89123.1
BAQ58298.1	ADN89134.1
BAQ58298.1	ADN89145.1
BAQ58298.1	ADN89156.1
BAQ58298.1	ADN89178.1
BAQ58298.1	ADN89189.1
BAQ58298.1	ADN89200.1
BAQ58298.1	ADN89211.1
BAQ58298.1	ADN89222.1
BAQ58298.1	ADN89244.1
BAQ58298.1	ADN89266.1
BAQ58298.1	ADN89321.1
BAQ58298.1	ADN89376.1
BAQ58298.1	ADN89387.1
BAQ58298.1	ADN89398.1
BAQ58298.1	ADN89420.1
BAQ58298.1	ADN89431.1
BAQ58298.1	ADN89442.1
BAQ58298.1	ADN89453.1
BAQ58298.1	ADN89464.1
BAQ58298.1	ADN89541.1
BAQ58298.1	ADN89552.1
BAQ58298.1	ADN89585.1
BAQ58298.1	ADN89596.1
BAQ58298.1	ADN89618.1
BAQ58298.1	ADN89629.1
BAQ58298.1	ADN89640.1
BAQ58298.1	ADN89662.1
BAQ58298.1	ADN89673.1
BAQ58298.1	ADN89684.1
BAQ58298.1	ADN89695.1
BAQ58298.1	ADN89706.1
BAQ58298.1	ADN89761.1
BAQ58298.1	ADN89783.1
BAQ58298.1	ADN89794.1
BAQ58298.1	ADN89816.1
BAQ58298.1	ADN89827.1
BAQ58298.1	ADN89838.1
BAQ58298.1	ADN89849.1
BAQ58298.1	ADN89871.1
BAQ58298.1	ADN89882.1
BAQ58298.1	ADN89893.1
BAQ58298.1	ADN89904.1
BAQ58298.1	ADN89915.1
BAQ58298.1	ADN89926.1
BAQ58298.1	ADN89937.1
BAQ58298.1	ADN89948.1
BAQ58298.1	ADN89959.1
BAQ58298.1	ADN89970.1
BAQ58298.1	ADN89981.1
BAQ58298.1	ADN89992.1
BAQ58298.1	ADN90003.1
BAQ58298.1	ADN90014.1
BAQ58298.1	ADN90025.1
BAQ58298.1	ADN90036.1
BAQ58298.1	ADN90047.1
BAQ58298.1	ADN90058.1
BAQ58298.1	ADN90069.1
BAQ58298.1	ADN90080.1
BAQ58298.1	ADN90091.1
BAQ58298.1	ADN90102.1
BAQ58298.1	ADN90113.1
BAQ58298.1	ADN90124.1
BAQ58298.1	ADN90135.1
BAQ58298.1	ADN90146.1
BAQ58298.1	ADN90157.1
BAQ58298.1	ADN90168.1
BAQ58298.1	ADN90179.1
BAQ58298.1	ADN90190.1
BAQ58298.1	ADN90201.1
BAQ58298.1	ADN90212.1
BAQ58298.1	ADN90223.1
BAQ58298.1	ADN92466.1
BAQ58298.1	ADN92477.1
BAQ58298.1	ADN92488.1
BAQ58298.1	ADN92499.1
BAQ58298.1	ADR32368.1
BAQ58298.1	ADT78875.1
BAQ58298.1	ADT78907.1
BAQ58298.1	ADT78918.1
BAQ58298.1	ADT79029.1
BAQ58298.1	ADT79107.1
BAQ58298.1	ADT79139.1
BAQ58298.1	ADT79160.1
BAQ58298.1	ADV76586.1
BAQ58298.1	ADV76594.1
BAQ58298.1	ADV76605.1
BAQ58298.1	ADV76616.1
BAQ58298.1	ADV76627.1
BAQ58298.1	ADV76638.1
BAQ58298.1	ADV76669.1
BAQ58298.1	ADV76701.1
BAQ58298.1	ADV76712.1
BAQ58298.1	ADV76723.1
BAQ58298.1	ADV76734.1
BAQ58298.1	ADW09116.1
BAQ58298.1	ADW09127.1
BAQ58298.1	ADW24196.1
BAQ58298.1	AEO01662.1
BAQ58298.1	AEO01673.1
BAQ58298.1	AEO01690.1
BAQ58298.1	AEO01708.1
BAQ58298.1	ADJ41823.1
BAQ58298.1	ADJ84779.1
BAQ58298.1	ADJ88789.1
BAQ58298.1	ADK45319.1
BAQ58298.1	ADK45417.1
BAQ58298.1	ADK45428.1
BAQ58298.1	ADK45439.1
BAQ58298.1	ADK45450.1
BAQ58298.1	ADK45461.1
BAQ58298.1	ADK45472.1
BAQ58298.1	ADK45483.1
BAQ58298.1	ADK94198.1
BAQ58298.1	ADK94209.1
BAQ58298.1	ADK94220.1
BAQ58298.1	ADK94231.1
BAQ58298.1	ADK94242.1
BAQ58298.1	ADK94253.1
BAQ58298.1	ADK94264.1
BAQ58298.1	ADK94275.1
BAQ58298.1	ADK94286.1
BAQ58298.1	ADK94297.1
BAQ58298.1	ADK94308.1
BAQ58298.1	ADK94319.1
BAQ58298.1	ADK94330.1
BAQ58298.1	ADK94341.1
BAQ58298.1	ADK94352.1
BAQ58298.1	ADK94448.1
BAQ58298.1	ADK94483.1
BAQ58298.1	ADK94494.1
BAQ58298.1	ADK94505.1
BAQ58298.1	ADK94516.1
BAQ58298.1	ADK94527.1
BAQ58298.1	ADK94538.1
BAQ58298.1	ADK94549.1
BAQ58298.1	ADK94560.1
BAQ58298.1	ADK94571.1
BAQ58298.1	ADK94582.1
BAQ58298.1	ADK94593.1
BAQ58298.1	ADK98630.1
BAQ58298.1	ADK98641.1
BAQ58298.1	ADK98652.1
BAQ58298.1	ADK98663.1
BAQ58298.1	ADK98674.1
BAQ58298.1	ADK98685.1
BAQ58298.1	ADK98696.1
BAQ58298.1	ADK98707.1
BAQ58298.1	ADK98718.1
BAQ58298.1	ADK98729.1
BAQ58298.1	ADK98740.1
BAQ58298.1	ADK98751.1
BAQ58298.1	ADK98762.1
BAQ58298.1	ADK98773.1
BAQ58298.1	ADK98784.1
BAQ58298.1	ADK98795.1
BAQ58298.1	ADK98806.1
BAQ58298.1	ADK98817.1
BAQ58298.1	ADK98828.1
BAQ58298.1	ADK98839.1
BAQ58298.1	ADK98850.1
BAQ58298.1	ADK98861.1
BAQ58298.1	ADK98872.1
BAQ58298.1	ADK98883.1
BAQ58298.1	ADK98894.1
BAQ58298.1	ADK98905.1
BAQ58298.1	ADK98916.1
BAQ58298.1	ADK98927.1
BAQ58298.1	ADK98938.1
BAQ58298.1	ADK98949.1
BAQ58298.1	ADK98960.1
BAQ58298.1	ADK98971.1
BAQ58298.1	ADK98982.1
BAQ58298.1	ADK98993.1
BAQ58298.1	ADK99004.1
BAQ58298.1	ADK99015.1
BAQ58298.1	ADK99026.1
BAQ58298.1	ADK99037.1
BAQ58298.1	ADK99048.1
BAQ58298.1	ADK99059.1
BAQ58298.1	ADK99070.1
BAQ58298.1	ADK99081.1
BAQ58298.1	ADK99092.1
BAQ58298.1	ADK99103.1
BAQ58298.1	ADK99114.1
BAQ58298.1	ADK99125.1
BAQ58298.1	ADK99136.1
BAQ58298.1	ADK99147.1
BAQ58298.1	ADK99158.1
BAQ58298.1	ADK99169.1
BAQ58298.1	ADK99180.1
BAQ58298.1	ADK99191.1
BAQ58298.1	ADK99202.1
BAQ58298.1	ADK99213.1
BAQ58298.1	ADK99224.1
BAQ58298.1	ADK99235.1
BAQ58298.1	ADK99246.1
BAQ58298.1	ADK99257.1
BAQ58298.1	ADK99268.1
BAQ58298.1	ADK99279.1
BAQ58298.1	ADK99290.1
BAQ58298.1	ADK99301.1
BAQ58298.1	ADK99312.1
BAQ58298.1	ADL27996.1
BAQ58298.1	ADL28007.1
BAQ58298.1	ADL28018.1
BAQ58298.1	ADL28029.1
BAQ58298.1	ADL28040.1
BAQ58298.1	ADL28051.1
BAQ58298.1	ADL28062.1
BAQ58298.1	ADL28073.1
BAQ58298.1	ADL28084.1
BAQ58298.1	ADL28095.1
BAQ58298.1	ADL28106.1
BAQ58298.1	ADL28117.1
BAQ58298.1	ADL28133.1
BAQ58298.1	ADL28144.1
BAQ58298.1	ADL28155.1
BAQ58298.1	ADL28166.1
BAQ58298.1	ADL28177.1
BAQ58298.1	ADL28188.1
BAQ58298.1	ADL28199.1
BAQ58298.1	ADL28210.1
BAQ58298.1	ADL28221.1
BAQ58298.1	ADL28232.1
BAQ58298.1	ADL28243.1
BAQ58298.1	ADL28254.1
BAQ58298.1	ADL28265.1
BAQ58298.1	ADL28377.1
BAQ58298.1	ADL39158.1
BAQ58298.1	ADL39169.1
BAQ58298.1	ADL39312.1
BAQ58298.1	ADL39477.1
BAQ58298.1	ADM07467.1
BAQ58298.1	ADM07500.1
BAQ58298.1	ADM07511.1
BAQ58298.1	ADM12813.1
BAQ58298.1	ADM12824.1
BAQ58298.1	ADM12835.1
BAQ58298.1	ADM12846.1
BAQ58298.1	ADM12857.1
BAQ58298.1	ABD61256.1
BAQ58298.1	ABD61558.1
BAQ58298.1	ADI75836.1
BAQ58298.1	ADI75847.1
BAQ58298.1	ADI75858.1
BAQ58298.1	ADI75869.1
BAQ58298.1	ADI75880.1
BAQ58298.1	ADI75891.1
BAQ58298.1	ADI75902.1
BAQ58298.1	ADI75913.1
BAQ58298.1	ADI75924.1
BAQ58298.1	ADI75935.1
BAQ58298.1	ADI77356.1
BAQ58298.1	ADI99509.1
BAQ58298.1	ADI99520.1
BAQ58298.1	ADI99542.1
BAQ58298.1	AEO99222.1
BAQ58298.1	AFE47641.1
BAQ58298.1	BAM66407.1
BAQ58298.1	BAR93923.1
BAQ58298.1	AIE53601.1
BAQ58298.1	AOV83314.1
BAQ58352.1	BAQ58352.1
BAQ58352.1	AOT92929.1
BAQ58352.1	ANM94438.1
BAQ58352.1	AIW60763.1
BAQ58352.1	AIW63338.1
BAQ58352.1	AIW63384.1
BAQ58352.1	AIW63391.1
BAQ58352.1	AII18875.1
BAQ58352.1	AII18886.1
BAQ58352.1	AIP92754.1
BAQ58352.1	AGV74567.1
BAQ58352.1	AIL93947.1
BAQ58352.1	AIL94477.1
BAQ58352.1	AIM55866.1
BAQ58352.1	AIM55944.1
BAQ58352.1	AIM56046.1
BAQ58352.1	AIM56090.1
BAQ58352.1	AIM56167.1
BAQ58352.1	AIM56222.1
BAQ58352.1	AIM56255.1
BAQ58352.1	AIM56266.1
BAQ58352.1	AIM56321.1
BAQ58352.1	AIM56365.1
BAQ58352.1	AIM56387.1
BAQ58352.1	AIM56420.1
BAQ58352.1	AIM56498.1
BAQ58352.1	AIM56564.1
BAQ58352.1	AIM56663.1
BAQ58424.1	BAQ58424.1
BAQ58424.1	AKH14306.1
BAQ58424.1	AEW11282.1
BBG92094.1	BBG92094.1
BBG92094.1	BBG92104.1
BBG92094.1	AGN69265.1
BBG92094.1	AGN69276.1
BBG92094.1	ADV69011.1
BBG92094.1	ADV69013.1
BBG92094.1	AEI30073.1
BBG92094.1	AFN06478.1
BBG92094.1	ACN85526.1
BBG92094.1	ACN85535.1
BBG92094.1	ACN90986.1
BBG92094.1	ACR84010.1
BBG92094.1	ACR84012.1
BBG92094.1	ACR84015.1
BBG92094.1	ACT97066.1
BBG92094.1	ACU46723.1
BBG92094.1	ACY06464.1
BBG92094.1	ACY06466.1
BBG92094.1	ACY06467.1
BBG92094.1	ACZ46244.1
BBG92094.1	ADD21454.1
BBG92094.1	ADD21464.1
BBG92094.1	ADG23204.1
BBG92094.1	ADH83324.1
BBG92094.1	ADH83325.1
BBG92094.1	ADH83326.1
BBG92094.1	ADH83327.1
BBG92094.1	ADH83328.1
BBG92094.1	ADH83329.1
BBG92094.1	ADH83330.1
BBG92094.1	ACA25345.1
BBG92094.1	ACH69618.1
BBG92094.1	ACN50271.1
BBG92094.1	ACN50274.1
BBG92094.1	AHN00735.1
BBG92094.1	AHN00747.1
BBG92094.1	AHN00759.1
BBG92094.1	AHN00771.1
BBG92094.1	AGQ47877.1
BBG92094.1	AEM60087.1
BBG92094.1	AEM60098.1
BBG92094.1	AEM60109.1
BBG92094.1	ADY69860.1
BBG92094.1	ADY69871.1
BBG92094.1	ADY69882.1
BBG92094.1	ADY69893.1
BBG92094.1	ADY69903.1
BBG92094.1	ADY69914.1
BBG92094.1	ADY69925.1
BBG92094.1	ADY69936.1
BBG92094.1	ADY69947.1
BBG92094.1	ADY69958.1
BBG92094.1	ADY69969.1
BBG92094.1	ADY69980.1
BBG92094.1	ADY69991.1
BBG92094.1	ADY70002.1
BBG92094.1	ADY70013.1
BBG92094.1	ADY70024.1
BBG92094.1	ADY70035.1
BBG92094.1	ADY70046.1
BBG92094.1	ADY70057.1
BBG92094.1	ADY70068.1
BBG92094.1	ADY70079.1
BBG92094.1	ADY70090.1
BBG92094.1	ADY70101.1
BBG92094.1	ADY70112.1
BBG92094.1	ADY70123.1
BBG92094.1	ADY70134.1
BBG92094.1	ADY70145.1
BBG92094.1	ADY70156.1
BBG92094.1	ADY70167.1
BBG92094.1	ADY70178.1
BBG92094.1	ADY70189.1
BBG92094.1	ADY70200.1
BBG92094.1	ADY70211.1
BBG92094.1	ADY70222.1
BBG92094.1	ADY70233.1
BBG92094.1	ADY70244.1
BBG92094.1	ADY70255.1
BBG92094.1	ADY70266.1
BBG92094.1	ADY70277.1
BBG92094.1	ADY70288.1
BBG92094.1	ADY70299.1
BBG92094.1	ADY70310.1
BBG92094.1	ADY70321.1
BBG92094.1	ADY70332.1
BBG92094.1	ADY70342.1
BBG92094.1	ADY70352.1
BBG92094.1	ADY70362.1
BBG92094.1	ADY70372.1
BBG92094.1	ADY70382.1
BBG92094.1	ADY70524.1
BBG92094.1	ADY70534.1
BBG92094.1	ADY70544.1
BBG92094.1	ADY70554.1
BBG92094.1	ADY70564.1
BBG92094.1	ADY70574.1
BBG92094.1	ADY70595.1
BBG92094.1	ADY70616.1
BBG92094.1	ADY70626.1
BBG92094.1	ADY70636.1
BBG92094.1	ADY70646.1
BBG92094.1	ADY70655.1
BBG92094.1	ADY70665.1
BBG92094.1	ADY70675.1
BBG92094.1	ADY70685.1
BBG92094.1	ADY70695.1
BBG92094.1	ADY70705.1
BBG92094.1	ADY70715.1
BBG92094.1	ADY70725.1
BBG92094.1	ADY70855.1
BBG92094.1	ADY70865.1
BBG92094.1	ADY70875.1
BBG92094.1	ADY70885.1
BBG92094.1	ADY70895.1
BBG92094.1	ADY70905.1
BBG92094.1	ADY70915.1
BBG92094.1	ADY70925.1
BBG92094.1	ADY70935.1
BBG92094.1	ADY70945.1
BBG92094.1	ADY70955.1
BBG92094.1	ADY70965.1
BBG92094.1	ADY70975.1
BBG92094.1	ADY70985.1
BBG92094.1	ADY71005.1
BBG92094.1	ADY71015.1
BBG92094.1	ADY71025.1
BBG92094.1	ADY71035.1
BBG92094.1	ADY71045.1
BBG92094.1	ADY71065.1
BBG92094.1	ADY71075.1
BBG92094.1	ADY71085.1
BBG92094.1	ADY71115.1
BBG92094.1	ADY71125.1
BBG92094.1	ADY71135.1
BBG92094.1	ADY71156.1
BBG92094.1	ADY71200.1
BBG92094.1	ADY71211.1
BBG92094.1	ADY71232.1
BBG92094.1	ADY71253.1
BBG92094.1	ADY71274.1
BBG92094.1	ADY71284.1
BBG92094.1	ADY71589.1
BBG92094.1	ADZ04726.1
BBG92094.1	ADZ04736.1
BBG92094.1	ADZ04746.1
BBG92094.1	ADZ04756.1
BBG92094.1	ADZ04766.1
BBG92094.1	ADZ04776.1
BBG92094.1	ADZ04786.1
BBG92094.1	ADZ04796.1
BBG92094.1	ADZ04806.1
BBG92094.1	ADZ04816.1
BBG92094.1	ADZ04826.1
BBG92094.1	ADZ04836.1
BBG92094.1	ABD95719.1
BBG92094.1	ABQ45421.1
BBG92094.1	ABQ45432.1
BBG92094.1	ABQ45443.1
BBG92094.1	ABQ45454.1
BBG92094.1	ABQ45465.1
BBG92094.1	ABQ45540.1
BBG92094.1	ABR15826.1
BBG92094.1	ABR15837.1
BBG92094.1	ABR15848.1
BBG92094.1	ABR15859.1
BBG92094.1	ABR15870.1
BBG92094.1	ABR15881.1
BBG92094.1	ABR28544.1
BBG92094.1	ABR28555.1
BBG92094.1	ABR28566.1
BBG92094.1	ABR28577.1
BBG92094.1	ABR28588.1
BBG92094.1	ABR28610.1
BBG92094.1	ABR28621.1
BBG92094.1	ABR28632.1
BBG92094.1	ABR28643.1
BBG92094.1	ABR28654.1
BBG92094.1	ABR28687.1
BBG92094.1	ABR28698.1
BBG92094.1	ABR28709.1
BBG92094.1	ABR28720.1
BBG92094.1	ABR28742.1
BBG92094.1	ABR28753.1
BBG92094.1	ABR28764.1
BBG92094.1	ABR29582.1
BBG92094.1	ABR29592.1
BBG92094.1	ABR29602.1
BBG92094.1	ABR29612.1
BBG92094.1	ABR29622.1
BBG92094.1	ABS49928.1
BBG92094.1	ABS49961.1
BBG92094.1	ABS50118.1
BBG92094.1	ABS50128.1
BBG92094.1	ABU80195.1
BBG92094.1	ABU80206.1
BBG92094.1	ABU80217.1
BBG92094.1	ABU80228.1
BBG92094.1	ABU80239.1
BBG92094.1	ABU80250.1
BBG92094.1	ABU80261.1
BBG92094.1	ABU80272.1
BBG92094.1	ABU80283.1
BBG92094.1	ABU80294.1
BBG92094.1	ABU80417.1
BBG92094.1	ABU80427.1
BBG92094.1	ABV29531.1
BBG92094.1	ABW36329.1
BBG92094.1	ABW36373.1
BBG92094.1	ABW36384.1
BBG92094.1	ABW36395.1
BBG92094.1	ABW36406.1
BBG92094.1	ABW36417.1
BBG92094.1	ABW71499.1
BBG92094.1	ABW71510.1
BBG92094.1	ABW71528.1
BBG92094.1	ABW86581.1
BBG92094.1	ABW86592.1
BBG92094.1	ABW86603.1
BBG92094.1	ABX58653.1
BBG92094.1	ABX58664.1
BBG92094.1	ABX58675.1
BBG92094.1	ABY51211.1
BBG92094.1	ABY51222.1
BBG92094.1	ABY81433.1
BBG92094.1	ABY84691.1
BBG92094.1	ACA96537.1
BBG92094.1	ACF22111.1
BBG92094.1	ACI26611.1
BBG92094.1	ACK99417.1
BBG92094.1	ACL12081.1
BBG92094.1	BAG49741.1
BBG92094.1	BAH02149.1
BBG92094.1	BAH02159.1
BBG92094.1	BAH02169.1
BBG92094.1	BAH02179.1
BBG92094.1	BAK23269.1
BBG92094.1	BAK23270.1
BBG92094.1	BAK23271.1
BBG92094.1	BAK23273.1
CRI00660.1	CRI00660.1
CRI00660.1	AKQ10554.1
CRI00660.1	AHM98730.1
CRI00660.1	AFN18746.1
CRI00660.1	AFN18916.1
CRI00660.1	AEK21403.1
CRI00660.1	ADI24507.1
CRI05902.1	CRI05902.1
CRI05913.1	CRI05913.1
CRI05913.1	AOT93083.1
CRI05913.1	AOT93578.1
CRI05913.1	ANM92216.1
CRI05913.1	AEJ82912.1
CRI05913.1	ARQ87307.1
CRI05913.1	ARW80341.1
CRI06004.1	CRI06004.1
CRI06037.1	CRI06037.1
CRI06037.1	CRK54833.1
CRI06048.1	CRI06048.1
CRI06059.1	CRI06059.1
CRI06136.1	CRI06136.1
CRI06147.1	CRI06147.1
CRI06147.1	AGI53168.1
CRI06147.1	AFU09559.1
CRI06147.1	AFU09579.1
CRI06147.1	AFU09608.1
CRI06147.1	AFV31544.1
CRI06147.1	ADJ37920.1
CRI06147.1	AEN55405.1
CRI06169.1	CRI06169.1
ANQ69354.1	ANQ69354.1
ANQ69354.1	AMY15940.1
ANQ69354.1	AMY16258.1
ANQ69354.1	AGQ47747.1
ANQ69354.1	AFM68961.1
ANQ69354.1	AEG64769.1
ANQ69354.1	AEM60011.1
ANW47176.1	ANW47176.1
ANZ03511.1	ANZ03511.1
ANZ03511.1	ANZ03518.1
ANZ03511.1	ANZ03519.1
ANZ03511.1	ANZ03520.1
ANZ03511.1	ANZ03527.1
ANZ03511.1	ANZ03528.1
ANZ03511.1	ANZ03532.1
ANZ03511.1	AEM91951.1
AOE23031.1	AOE23031.1
AOE23070.1	AOE23070.1
AOE23118.1	AOE23118.1
AOG30223.1	AOG30223.1
AOG30239.1	AOG30239.1
AOG30432.1	AOG30432.1
AOG30485.1	AOG30485.1
AOG30500.1	AOG30500.1
AOG30500.1	AMY16213.1
AOG30500.1	AHY84574.1
AOG30500.1	AGI54269.1
AOG30585.1	AOG30585.1
AOG30593.1	AOG30593.1
AOO54794.1	AOO54794.1
ANM90863.1	ANM90863.1
ANM90973.1	ANM90973.1
ANM90973.1	ANM92117.1
ANM91182.1	ANM91182.1
ANM91248.1	ANM91248.1
ANM91248.1	AIE49508.1
ANM91347.1	ANM91347.1
ANM91380.1	ANM91380.1
ANM91391.1	ANM91391.1
ANM91479.1	ANM91479.1
ANM91490.1	ANM91490.1
ANM91545.1	ANM91545.1
ANM91666.1	ANM91666.1
ANM91688.1	ANM91688.1
ANM91688.1	ANE27358.1
ANM91688.1	ASU06977.1
ANM91699.1	ANM91699.1
ANM91699.1	ANM90544.1
ANM91853.1	ANM91853.1
ANM91853.1	AUH30897.1
ANM91853.1	AUC65901.1
ANM91875.1	ANM91875.1
ANM91952.1	ANM91952.1
ANM91996.1	ANM91996.1
ANM91996.1	AIP92588.1
ANM91996.1	AIP92820.1
ANM91996.1	AIP92853.1
ANM91996.1	AIP92974.1
ANM91996.1	AIP92985.1
ANM91996.1	AGV74732.1
ANM91996.1	AGV75095.1
ANM91996.1	AGV75117.1
ANM91996.1	AGV75161.1
ANM91996.1	AGV75293.1
ANM91996.1	AGV75381.1
ANM91996.1	AGV75392.1
ANM91996.1	AGV75480.1
ANM91996.1	AGV75590.1
ANM91996.1	AGV75601.1
ANM91996.1	AGV75678.1
ANM91996.1	AGV75689.1
ANM91996.1	AGV75700.1
ANM91996.1	AGV75711.1
ANM91996.1	ATJ01850.1
ANM92051.1	ANM92051.1
ANM92051.1	ASW32823.1
ANM92084.1	ANM92084.1
ANM92425.1	ANM92425.1
ANM92458.1	ANM92458.1
ANM92513.1	ANM92513.1
ANM92535.1	ANM92535.1
ANM92535.1	AJJ99536.1
ANM92535.1	AUC65601.1
ANM92612.1	ANM92612.1
ANM92623.1	ANM92623.1
ANM92744.1	ANM92744.1
ANM92799.1	ANM92799.1
ANM92810.1	ANM92810.1
ANM92843.1	ANM92843.1
ANM92843.1	AHZ35807.1
ANM92854.1	ANM92854.1
ANM92898.1	ANM92898.1
ANM92898.1	ANM89367.1
ANM92920.1	ANM92920.1
ANM92986.1	ANM92986.1
ANM93085.1	ANM93085.1
ANM93096.1	ANM93096.1
ANM93096.1	ANE28797.1
ANM93096.1	AJJ99908.1
ANM93096.1	AUC65069.1
ANM93096.1	ARR99040.1
ANM93096.1	ARR99151.1
ANM93096.1	ARR99892.1
ANM93096.1	ARR99973.1
ANM93096.1	ARW80198.1
ANM93096.1	ARW80275.1
ANM93096.1	ARW80308.1
ANM93096.1	ARW80603.1
ANM93096.1	ARW80614.1
ANM93096.1	ARW80636.1
ANM93096.1	ARW80647.1
ANM93096.1	ASK83470.1
ANM93096.1	ASK83712.1
ANM93096.1	ASK84477.1
ANM93096.1	ASU06954.1
ANM93096.1	ASW32341.1
ANM93096.1	ASW32431.1
ANM93096.1	ARB16818.1
ANM93096.1	ARB16840.1
ANM93096.1	ARB16933.1
ANM93096.1	ARB17083.1
ANM93096.1	ARB17106.1
ANM93096.1	ARB17375.1
ANM93096.1	ARD25705.1
ANM93096.1	ARH17136.1
ANM93096.1	ARH17147.1
ANM93096.1	ARH17477.1
ANM93096.1	ARH17510.1
ANM93096.1	ARO41797.1
ANM93096.1	ARO43107.1
ANM93096.1	ARO43217.1
ANM93096.1	ARO43515.1
ANM93096.1	ARO44114.1
ANM93096.1	ARO44195.1
ANM93096.1	ARO44206.1
ANM93096.1	AQS18833.1
ANM93096.1	AQS19143.1
ANM93096.1	AQS19209.1
ANM93096.1	AQS20746.1
ANM93096.1	AQS98192.1
ANM93096.1	AQS98203.1
ANM93096.1	AQW35835.1
ANM93096.1	AQW36169.1
ANM93096.1	AQZ37684.1
ANM93096.1	APW81546.1
ANM93239.1	ANM93239.1
ANM93239.1	ANM87026.1
ANM93239.1	ANM88861.1
ANM93239.1	ANM88872.1
ANM93239.1	ANM89752.1
ANM93239.1	ALH26324.1
ANM93272.1	ANM93272.1
ANM93338.1	ANM93338.1
ANM93349.1	ANM93349.1
ANM93459.1	ANM93459.1
ANM93690.1	ANM93690.1
ANM93987.1	ANM93987.1
ANM94086.1	ANM94086.1
ANM94086.1	AFU09269.1
ANM94119.1	ANM94119.1
ANM94427.1	ANM94427.1
ANM94427.1	AMY16175.1
ANM94427.1	AGJ73182.1
ANM94427.1	ATJ02348.1
ANM94504.1	ANM94504.1
ANM94548.1	ANM94548.1
ANM94548.1	AEL93595.1
ANM94559.1	ANM94559.1
ANM94581.1	ANM94581.1
ANM94625.1	ANM94625.1
ANM94691.1	ANM94691.1
ANM94691.1	ANE27270.1
ANM94691.1	AUH29917.1
ANM94691.1	AUI43821.1
ANM94691.1	AUP48580.1
ANM94735.1	ANM94735.1
ANM94801.1	ANM94801.1
ANM94801.1	ANM94856.1
ANM94889.1	ANM94889.1
ANM94922.1	ANM94922.1
ANM94922.1	ADK33678.1
ANM94999.1	ANM94999.1
ANM95021.1	ANM95021.1
ANM95021.1	AKJ82049.1
ANM95021.1	ADA63249.1
ANM95087.1	ANM95087.1
ANM95087.1	AKQ11896.1
ANF07113.1	ANF07113.1
ANK57497.1	ANK57497.1
ANK57497.1	ANK57517.1
ANK57497.1	ANK57547.1
ANK57497.1	ANK57557.1
ANK57507.1	ANK57507.1
ANK57527.1	ANK57527.1
ANK57537.1	ANK57537.1
ANK57617.1	ANK57617.1
ANK57617.1	ATJ01509.1
ANK57617.1	ALZ43273.1
ANK57617.1	ALZ43768.1
ANK57617.1	ALZ43791.1
ANK57617.1	ALZ43803.1
ANK57617.1	ALZ43874.1
ANK57617.1	ALZ43898.1
ANK57617.1	ALZ43944.1
ANK57617.1	ALZ43967.1
ANK57617.1	ALZ43979.1
ANK57617.1	ALZ44003.1
ANK57617.1	ALZ44314.1
ANK57617.1	ALZ44371.1
ANK57617.1	ALZ44406.1
ANK57617.1	ALZ44418.1
ANK57617.1	ALZ44555.1
ANK57617.1	ALZ44695.1
ANK57617.1	ALZ44719.1
ANK57647.1	ANK57647.1
ANK57662.1	ANK57662.1
ANK57662.1	ALT19012.1
ANK57662.1	AIE51078.1
ANK57662.1	AIE51494.1
ANK57662.1	AIE51506.1
ANK57662.1	AIE51518.1
ANK57662.1	AGG53682.1
ANK57662.1	ADV19285.1
ANK57662.1	AEK86098.1
ANK57662.1	AEK86099.1
ANK57662.1	AEK86100.1
ANK57662.1	AEK86101.1
ANK57662.1	AEX30526.1
ANK57662.1	AFH77152.1
ANK57662.1	ACR84018.1
ANK57662.1	ABR87895.1
ANK57662.1	ACI48768.1
ANK57662.1	ADY71243.1
ANK57662.1	ADY71264.1
ANK57662.1	ADY71317.1
ANK57662.1	ADI99677.1
ANK57662.1	ADG08472.1
ANK57662.1	ADG08483.1
ANK57662.1	ADG08494.1
ANM86982.1	ANM86982.1
ANM87191.1	ANM87191.1
ANM87444.1	ANM87444.1
ANM87444.1	ANE28805.1
ANM87620.1	ANM87620.1
ANM87663.1	ANM87663.1
ANM87729.1	ANM87729.1
ANM87784.1	ANM87784.1
ANM87817.1	ANM87817.1
ANM87860.1	ANM87860.1
ANM87981.1	ANM87981.1
ANM88047.1	ANM88047.1
ANM88091.1	ANM88091.1
ANM88091.1	ARQ86169.1
ANM88091.1	ARW80242.1
ANM88091.1	ASK81068.1
ANM88091.1	ARH14860.1
ANM88091.1	ARH16189.1
ANM88091.1	ARO42350.1
ANM88091.1	ARO42882.1
ANM88091.1	ARO42904.1
ANM88091.1	AQS19088.1
ANM88091.1	AQS19990.1
ANM88091.1	AQS20332.1
ANM88091.1	AQS21245.1
ANM88091.1	AQW35846.1
ANM88091.1	AQW36158.1
ANM88091.1	AQY15069.1
ANM88124.1	ANM88124.1
ANM88135.1	ANM88135.1
ANM88300.1	ANM88300.1
ANM88344.1	ANM88344.1
ANM88344.1	AHA38597.1
ANM88344.1	AFN19864.1
ANM88388.1	ANM88388.1
ANM88443.1	ANM88443.1
ANM88454.1	ANM88454.1
ANM88476.1	ANM88476.1
ANM88509.1	ANM88509.1
ANM88586.1	ANM88586.1
ANM88597.1	ANM88597.1
