Seq	UID	Host	CTDT_charge.Tr1221	CTDT_secondarystruct.Tr1221	CTDT_solventaccess.Tr1331	CTDT_hydrophobicity_CASG920101.Tr1331	CTDT_hydrophobicity_ARGP820101.Tr2332	CTDT_polarizability.Tr1331	CTDT_hydrophobicity_ARGP820101.Tr1221	CTDT_hydrophobicity_ZIMJ680101.Tr1331
AFR76145_QTF941BXA_Suidae_1993.177778	QTF941BXA	Suidae	0.139823009	0.219469027	0.217699115	0.16460177	0.136283186	0.152212389	0.254867257	0.299115044
AFR76227_KSD049DMK_Suidae_2005.269444	KSD049DMK	Suidae	0.145132743	0.228318584	0.219469027	0.173451327	0.138053097	0.152212389	0.256637168	0.302654867
AFR76260_PLW625TBJ_Suidae_1994.005556	PLW625TBJ	Suidae	0.150442478	0.217699115	0.214159292	0.166371681	0.143362832	0.148672566	0.261946903	0.29380531
AFR76281_HEV622SDQ_Suidae_1994.1	HEV622SDQ	Suidae	0.146902655	0.22300885	0.219469027	0.166371681	0.139823009	0.145132743	0.251327434	0.304424779
AFR76301_VDS494EVX_Suidae_1994.313889	VDS494EVX	Suidae	0.165480427	0.215302491	0.208185053	0.161921708	0.149466192	0.149466192	0.261565836	0.307829181
AFR76322_MEW810MIX_Suidae_2006.363889	MEW810MIX	Suidae	0.156305506	0.214920071	0.220248668	0.168738899	0.152753108	0.143872114	0.261101243	0.312611012
AFR76374_DXO076JNH_Suidae_1996.816667	DXO076JNH	Suidae	0.153982301	0.217699115	0.214159292	0.16460177	0.139823009	0.157522124	0.254867257	0.302654867
AFR76396_FJW250LHF_Suidae_1997.111111	FJW250LHF	Suidae	0.162831858	0.208849558	0.217699115	0.166371681	0.145132743	0.153982301	0.260176991	0.313274336
AFR76438_MZP359NUV_Suidae_1995.925	MZP359NUV	Suidae	0.152212389	0.219469027	0.214159292	0.171681416	0.134513274	0.153982301	0.249557522	0.304424779
AFR76449_NBH814EKE_Suidae_1990.461111	NBH814EKE	Suidae	0.159292035	0.23539823	0.215929204	0.173451327	0.168141593	0.14159292	0.240707965	0.288495575
AFR76471_BWT900XIM_Suidae_1997.088889	BWT900XIM	Suidae	0.162831858	0.219469027	0.215929204	0.16460177	0.148672566	0.148672566	0.256637168	0.30619469
AFR76481_AQX043EPW_Suidae_1997.108333	AQX043EPW	Suidae	0.180530973	0.228318584	0.214159292	0.194690265	0.180530973	0.153982301	0.23539823	0.29380531
AFR76516_INL254QLR_Suidae_2004	INL254QLR	Suidae	0.162831858	0.228318584	0.208849558	0.166371681	0.138053097	0.157522124	0.253097345	0.292035398
AFR76582_HYU500POA_Suidae_1995	HYU500POA	Suidae	0.146902655	0.215929204	0.212389381	0.153982301	0.14159292	0.145132743	0.260176991	0.29380531
AFR76656_VGN474PBK_Suidae_1998	VGN474PBK	Suidae	0.143362832	0.221238938	0.212389381	0.159292035	0.134513274	0.139823009	0.249557522	0.300884956
AFR76696_SAD186DGY_Suidae_2001	SAD186DGY	Suidae	0.168141593	0.215929204	0.217699115	0.161061947	0.148672566	0.157522124	0.27079646	0.297345133
AFV33723_EWB959XBD_Hominidae_2009	EWB959XBD	Hominidae	0.187610619	0.251327434	0.2	0.205309735	0.182300885	0.159292035	0.251327434	0.30619469
AFV33736_ZUZ186QSZ_Hominidae_2012.244444	ZUZ186QSZ	Hominidae	0.168141593	0.254867257	0.210619469	0.194690265	0.17699115	0.157522124	0.242477876	0.281415929
AFV33954_KQM484NZS_Suidae_2012.702778	KQM484NZS	Suidae	0.178761062	0.238938053	0.210619469	0.196460177	0.180530973	0.161061947	0.253097345	0.283185841
AFX84758_CMI546VQR_Avian_1990.402778	CMI546VQR	Avian	0.168141593	0.231858407	0.189380531	0.138053097	0.162831858	0.138053097	0.256637168	0.27079646
AFX84989_OTH382CGR_Avian_1994.333333	OTH382CGR	Avian	0.168141593	0.233628319	0.194690265	0.136283186	0.162831858	0.139823009	0.256637168	0.269026549
AFX85480_OWJ657SOC_Avian_1998.380556	OWJ657SOC	Avian	0.168141593	0.233628319	0.192920354	0.138053097	0.161061947	0.136283186	0.254867257	0.274336283
AFX88552_VKA204OPJ_Avian_1986.619444	VKA204OPJ	Avian	0.162094763	0.216957606	0.16957606	0.157107232	0.16957606	0.139650873	0.256857855	0.281795511
AFX88603_UNA340MLB_Avian_1989.597222	UNA340MLB	Avian	0.152263374	0.248971193	0.183127572	0.156378601	0.172839506	0.133744856	0.261316872	0.290123457
AFY08092_WMF931BKD_Suidae_2012.733333	WMF931BKD	Suidae	0.157522124	0.238938053	0.215929204	0.16460177	0.168141593	0.139823009	0.247787611	0.288495575
AFY24031_YIL177JZP_Hominidae_2009.858333	YIL177JZP	Hominidae	0.154135338	0.238721805	0.208646617	0.165413534	0.171052632	0.144736842	0.244360902	0.291353383
AFY24059_COT741VVQ_Hominidae_2009.913889	COT741VVQ	Hominidae	0.168880455	0.244781784	0.212523719	0.161290323	0.178368121	0.144212524	0.24857685	0.284629981
AFY24129_PXB260WDF_Hominidae_2005	PXB260WDF	Hominidae	0.170403587	0.255605381	0.192825112	0.197309417	0.186098655	0.143497758	0.246636771	0.282511211
AFY24206_BTH028NFB_Hominidae_2003.091667	BTH028NFB	Hominidae	0.18294849	0.248667851	0.206039076	0.20071048	0.18294849	0.14920071	0.245115453	0.30017762
AGB08493_EET128WRA_Suidae_2012.886111	EET128WRA	Suidae	0.161061947	0.238938053	0.208849558	0.16460177	0.166371681	0.138053097	0.238938053	0.286725664
AGD99783_FBZ790ZQI_Avian_2010.830556	FBZ790ZQI	Avian	0.164300203	0.247464503	0.186612576	0.156186613	0.168356998	0.131845842	0.255578093	0.290060852
AGE83982_KKM212NQK_Suidae_2011.927778	KKM212NQK	Suidae	0.169911504	0.244247788	0.217699115	0.16460177	0.16460177	0.159292035	0.247787611	0.292035398
AGG53168_ZLZ748HXZ_Suidae_2012.205556	ZLZ748HXZ	Suidae	0.178761062	0.242477876	0.203539823	0.201769912	0.182300885	0.153982301	0.240707965	0.292035398
AGG86737_EIA827OZO_Suidae_2013.097222	EIA827OZO	Suidae	0.161347518	0.239361702	0.209219858	0.163120567	0.168439716	0.138297872	0.237588652	0.285460993
AGG86748_LQP097BAS_Suidae_2013.047222	LQP097BAS	Suidae	0.161061947	0.242477876	0.214159292	0.159292035	0.169911504	0.139823009	0.249557522	0.283185841
AGI02406_QYB616KRN_Suidae_2013.130556	QYB616KRN	Suidae	0.161061947	0.238938053	0.208849558	0.16460177	0.166371681	0.138053097	0.238938053	0.286725664
AGI40726_BOL907YXU_Suidae_2013.002778	BOL907YXU	Suidae	0.161061947	0.238938053	0.210619469	0.162831858	0.16460177	0.139823009	0.240707965	0.288495575
AGI54134_LAO016IPH_Hominidae_2010.252778	LAO016IPH	Hominidae	0.170556553	0.238779174	0.211849192	0.163375224	0.170556553	0.156193896	0.254937163	0.287253142
AGK24187_TPK816RQH_Suidae_2010.441667	TPK816RQH	Suidae	0.152212389	0.240707965	0.207079646	0.171681416	0.178761062	0.139823009	0.247787611	0.297345133
AGK24287_GBK397COR_Suidae_2009.877778	GBK397COR	Suidae	0.185840708	0.249557522	0.217699115	0.192920354	0.182300885	0.153982301	0.247787611	0.304424779
AGK24427_TNO124CMG_Suidae_2009.038889	TNO124CMG	Suidae	0.148672566	0.233628319	0.208849558	0.16460177	0.16460177	0.146902655	0.244247788	0.284955752
AGK62750_BKB165RWD_Suidae_2011.25	BKB165RWD	Suidae	0.173451327	0.244247788	0.214159292	0.194690265	0.187610619	0.150442478	0.242477876	0.299115044
AGK73542_OUZ706RIB_Hominidae_2010.997222	OUZ706RIB	Hominidae	0.180530973	0.246017699	0.196460177	0.2	0.178761062	0.155752212	0.247787611	0.297345133
AGK73597_OUZ998OQI_Hominidae_2011	OUZ998OQI	Hominidae	0.180530973	0.242477876	0.2	0.201769912	0.178761062	0.155752212	0.247787611	0.297345133
AGK73710_ZIM486EJO_Hominidae_2011.027778	ZIM486EJO	Hominidae	0.180530973	0.246017699	0.198230088	0.203539823	0.184070796	0.157522124	0.246017699	0.302654867
AGK74171_MMA179IPH_Hominidae_2011.041667	MMA179IPH	Hominidae	0.180530973	0.246017699	0.198230088	0.207079646	0.182300885	0.155752212	0.244247788	0.302654867
AGK74359_WQB225ALY_Hominidae_2011.288889	WQB225ALY	Hominidae	0.181172291	0.248667851	0.198934281	0.197158082	0.18294849	0.159857904	0.252220249	0.293072824
AGK74390_TMB999AUN_Hominidae_2011.058333	TMB999AUN	Hominidae	0.191150442	0.247787611	0.2	0.207079646	0.185840708	0.162831858	0.247787611	0.311504425
AGK74609_WOL498RAX_Hominidae_2011	WOL498RAX	Hominidae	0.178761062	0.246017699	0.198230088	0.203539823	0.184070796	0.159292035	0.246017699	0.302654867
AGL04365_BHH641EWW_Suidae_2003	BHH641EWW	Suidae	0.17699115	0.238938053	0.207079646	0.196460177	0.173451327	0.150442478	0.238938053	0.292035398
AGL07472_RBQ798HNV_Suidae_2011.416667	RBQ798HNV	Suidae	0.171681416	0.219469027	0.208849558	0.173451327	0.153982301	0.155752212	0.261946903	0.302654867
AGL51687_BQD794MCB_Suidae_2013.241667	BQD794MCB	Suidae	0.159292035	0.244247788	0.214159292	0.162831858	0.168141593	0.14159292	0.244247788	0.290265487
AGL57487_QOZ831WHO_Avian_2000.416667	QOZ831WHO	Avian	0.168141593	0.231858407	0.189380531	0.14159292	0.16460177	0.14159292	0.261946903	0.272566372
AGL57547_JVZ287RTG_Avian_2000.944444	JVZ287RTG	Avian	0.161061947	0.219469027	0.2	0.189380531	0.182300885	0.145132743	0.212389381	0.300884956
AGL96911_RBL664KJR_Suidae_2012	RBL664KJR	Suidae	0.159292035	0.22300885	0.212389381	0.166371681	0.134513274	0.150442478	0.256637168	0.297345133
AGN51217_UIM518WEV_Suidae_2013.102778	UIM518WEV	Suidae	0.157522124	0.233628319	0.210619469	0.159292035	0.169911504	0.138053097	0.242477876	0.288495575
AGN69267_IVL692HII_Suidae_1992	IVL692HII	Suidae	0.161061947	0.231858407	0.215929204	0.161061947	0.166371681	0.14159292	0.242477876	0.279646018
AGN69278_AWT954RTL_Suidae_1991	AWT954RTL	Suidae	0.161061947	0.231858407	0.215929204	0.161061947	0.166371681	0.138053097	0.246017699	0.283185841
AGN69338_COX412MMV_Hominidae_2011.008333	COX412MMV	Hominidae	0.159292035	0.221238938	0.205309735	0.153982301	0.136283186	0.146902655	0.261946903	0.27079646
AGO00265_ZQA512CIS_Hominidae_1942	ZQA512CIS	Hominidae	0.153982301	0.22300885	0.2	0.166371681	0.143362832	0.14159292	0.254867257	0.30619469
AGO00277_WPG224KAQ_Hominidae_1940	WPG224KAQ	Hominidae	0.155752212	0.217699115	0.198230088	0.16460177	0.14159292	0.14159292	0.267256637	0.313274336
AGQ47740_WSL112SDN_Hominidae_1935	WSL112SDN	Hominidae	0.159292035	0.214159292	0.207079646	0.157522124	0.152212389	0.139823009	0.242477876	0.304424779
AGQ47800_DAV898ZNE_Hominidae_1943	DAV898ZNE	Hominidae	0.155752212	0.215929204	0.205309735	0.166371681	0.14159292	0.143362832	0.256637168	0.304424779
AGQ47823_GTQ262EMM_Hominidae_1991	GTQ262EMM	Hominidae	0.16460177	0.224778761	0.212389381	0.162831858	0.152212389	0.166371681	0.263716814	0.304424779
AGQ47847_FMZ465LZA_Hominidae_1935	FMZ465LZA	Hominidae	0.159292035	0.214159292	0.2	0.161061947	0.150442478	0.14159292	0.254867257	0.302654867
AGQ47918_AWL150PTI_Hominidae_1968	AWL150PTI	Hominidae	0.168141593	0.240707965	0.215929204	0.191150442	0.17699115	0.152212389	0.231858407	0.292035398
AGQ47930_YNR159TTC_Hominidae_1934	YNR159TTC	Hominidae	0.159292035	0.207079646	0.192920354	0.159292035	0.155752212	0.139823009	0.256637168	0.295575221
AGT37102_LNP059RGS_Suidae_2012.138889	LNP059RGS	Suidae	0.150442478	0.221238938	0.215929204	0.17699115	0.145132743	0.148672566	0.253097345	0.297345133
AGU01763_RAO112DPA_Suidae_2012.086111	RAO112DPA	Suidae	0.153982301	0.22300885	0.212389381	0.168141593	0.130973451	0.159292035	0.253097345	0.29380531
AHA98475_FVX391EJI_Hominidae_2013.152778	FVX391EJI	Hominidae	0.185840708	0.254867257	0.203539823	0.203539823	0.192920354	0.155752212	0.240707965	0.29380531
AHB21183_XAQ233DRR_Suidae_2007.816667	XAQ233DRR	Suidae	0.16460177	0.244247788	0.217699115	0.159292035	0.166371681	0.152212389	0.263716814	0.276106195
AHB21243_HYG527HFO_Suidae_2007.208333	HYG527HFO	Suidae	0.161061947	0.237168142	0.210619469	0.162831858	0.166371681	0.139823009	0.249557522	0.286725664
AHB21255_NQH181KJX_Suidae_2007.886111	NQH181KJX	Suidae	0.161061947	0.238938053	0.210619469	0.16460177	0.169911504	0.139823009	0.242477876	0.284955752
AHB21508_RTR245GDC_Suidae_2008.736111	RTR245GDC	Suidae	0.161061947	0.237168142	0.212389381	0.16460177	0.168141593	0.14159292	0.240707965	0.288495575
AHB21628_ZGB759HSE_Suidae_2009.052778	ZGB759HSE	Suidae	0.161061947	0.237168142	0.210619469	0.166371681	0.168141593	0.136283186	0.240707965	0.286725664
AHB21770_BBW500FGR_Suidae_2010.463889	BBW500FGR	Suidae	0.157522124	0.237168142	0.210619469	0.166371681	0.173451327	0.136283186	0.246017699	0.286725664
AHB21925_FEG996APT_Suidae_2011.747222	FEG996APT	Suidae	0.161061947	0.233628319	0.212389381	0.166371681	0.175221239	0.14159292	0.240707965	0.284955752
AHB22213_CZG136GVE_Suidae_2009.730556	CZG136GVE	Suidae	0.175221239	0.246017699	0.2	0.201769912	0.187610619	0.150442478	0.242477876	0.315044248
AHB22354_RTS906CSM_Suidae_2008.708333	RTS906CSM	Suidae	0.162831858	0.237168142	0.212389381	0.161061947	0.171681416	0.14159292	0.254867257	0.284955752
AHB22615_QNV790TJM_Suidae_2003.755556	QNV790TJM	Suidae	0.175221239	0.249557522	0.203539823	0.2	0.182300885	0.146902655	0.247787611	0.29380531
AHB22663_OKU447JQO_Suidae_2004.172222	OKU447JQO	Suidae	0.159292035	0.244247788	0.212389381	0.16460177	0.162831858	0.145132743	0.246017699	0.286725664
AHB22699_VOZ355HAY_Suidae_2004.172222	VOZ355HAY	Suidae	0.171681416	0.246017699	0.219469027	0.194690265	0.17699115	0.145132743	0.246017699	0.286725664
AHB22867_GRA932ZXZ_Suidae_2005.802778	GRA932ZXZ	Suidae	0.157522124	0.238938053	0.214159292	0.162831858	0.166371681	0.134513274	0.242477876	0.290265487
AHB22879_GXK985LNR_Suidae_2005.344444	GXK985LNR	Suidae	0.16460177	0.237168142	0.214159292	0.166371681	0.166371681	0.146902655	0.253097345	0.283185841
AHB23182_YEZ951SQB_Suidae_2004.558333	YEZ951SQB	Suidae	0.173451327	0.246017699	0.212389381	0.187610619	0.184070796	0.150442478	0.242477876	0.286725664
AHB23664_PKD136IUN_Suidae_2005.930556	PKD136IUN	Suidae	0.159292035	0.242477876	0.217699115	0.162831858	0.171681416	0.139823009	0.240707965	0.292035398
AHB23745_QVG897WMT_Suidae_2007.811111	QVG897WMT	Suidae	0.161061947	0.244247788	0.214159292	0.162831858	0.168141593	0.143362832	0.247787611	0.288495575
AHB24524_RUF668WGK_Suidae_2010.883333	RUF668WGK	Suidae	0.161061947	0.238938053	0.214159292	0.161061947	0.168141593	0.143362832	0.247787611	0.288495575
AHB24646_SXB378MZR_Suidae_2011.666667	SXB378MZR	Suidae	0.157522124	0.238938053	0.212389381	0.162831858	0.168141593	0.138053097	0.244247788	0.288495575
AHB51112_LBD304OZS_Suidae_2003.466667	LBD304OZS	Suidae	0.180530973	0.251327434	0.210619469	0.191150442	0.182300885	0.155752212	0.251327434	0.290265487
AHB51124_WAI098UTR_Suidae_2003.658333	WAI098UTR	Suidae	0.180530973	0.251327434	0.210619469	0.191150442	0.182300885	0.155752212	0.251327434	0.288495575
AHB51148_AUO397JQQ_Suidae_2003.713889	AUO397JQQ	Suidae	0.178761062	0.246017699	0.210619469	0.196460177	0.180530973	0.150442478	0.249557522	0.295575221
AHB51160_MRP337HDS_Suidae_2003.788889	MRP337HDS	Suidae	0.162831858	0.228318584	0.217699115	0.155752212	0.157522124	0.148672566	0.25840708	0.274336283
AHB51172_FNM184EQU_Suidae_2003.788889	FNM184EQU	Suidae	0.161061947	0.238938053	0.219469027	0.162831858	0.16460177	0.148672566	0.25840708	0.272566372
AHB51184_MTJ793WXE_Suidae_2003.658333	MTJ793WXE	Suidae	0.180530973	0.253097345	0.210619469	0.191150442	0.182300885	0.155752212	0.251327434	0.290265487
AHB51196_KSG587FHK_Suidae_2003.058333	KSG587FHK	Suidae	0.166371681	0.242477876	0.210619469	0.169911504	0.168141593	0.143362832	0.244247788	0.286725664
AHB51208_TAL477KCJ_Suidae_2003.091667	TAL477KCJ	Suidae	0.159292035	0.237168142	0.215929204	0.168141593	0.168141593	0.145132743	0.244247788	0.288495575
AHB51256_KTV764WTH_Suidae_2003.772222	KTV764WTH	Suidae	0.16460177	0.230088496	0.208849558	0.168141593	0.168141593	0.150442478	0.247787611	0.279646018
AHB51280_ZBL041ZWJ_Suidae_2004.808333	ZBL041ZWJ	Suidae	0.16460177	0.237168142	0.214159292	0.16460177	0.162831858	0.152212389	0.260176991	0.274336283
AHB51316_WSY193SRT_Suidae_2004.580556	WSY193SRT	Suidae	0.17699115	0.242477876	0.215929204	0.192920354	0.175221239	0.155752212	0.25840708	0.284955752
AHB51352_DJD625FSJ_Suidae_2005.230556	DJD625FSJ	Suidae	0.16460177	0.237168142	0.215929204	0.166371681	0.168141593	0.148672566	0.251327434	0.288495575
AHB51378_RVO054TRU_Suidae_2005.319444	RVO054TRU	Suidae	0.153982301	0.242477876	0.219469027	0.169911504	0.168141593	0.143362832	0.244247788	0.288495575
AHB51390_IXC656YGB_Suidae_2005.186111	IXC656YGB	Suidae	0.159292035	0.244247788	0.212389381	0.162831858	0.171681416	0.143362832	0.247787611	0.295575221
AHB51472_YCF006GLN_Suidae_2009.461111	YCF006GLN	Suidae	0.159292035	0.237168142	0.217699115	0.169911504	0.162831858	0.148672566	0.246017699	0.292035398
AHB51779_GWG058OQA_Suidae_2004.288889	GWG058OQA	Suidae	0.159292035	0.242477876	0.215929204	0.168141593	0.166371681	0.14159292	0.246017699	0.286725664
AHB51791_YPF381SQK_Suidae_2005.319444	YPF381SQK	Suidae	0.169911504	0.246017699	0.217699115	0.201769912	0.169911504	0.152212389	0.253097345	0.297345133
AHB51875_OAV239OCY_Suidae_2003.977778	OAV239OCY	Suidae	0.14738806	0.231343284	0.236940299	0.169776119	0.162313433	0.143656716	0.231343284	0.298507463
AHB51887_DQL397UYB_Suidae_2003.827778	DQL397UYB	Suidae	0.162831858	0.237168142	0.219469027	0.166371681	0.166371681	0.150442478	0.249557522	0.281415929
AHB51948_HTF816QRT_Suidae_2003.355556	HTF816QRT	Suidae	0.159292035	0.23539823	0.215929204	0.166371681	0.166371681	0.143362832	0.246017699	0.286725664
AHB52027_XII866GAI_Suidae_2004.15	XII866GAI	Suidae	0.166371681	0.240707965	0.217699115	0.157522124	0.162831858	0.150442478	0.256637168	0.277876106
AHB52161_RHB670GTN_Suidae_2005.186111	RHB670GTN	Suidae	0.166371681	0.240707965	0.215929204	0.157522124	0.162831858	0.150442478	0.256637168	0.277876106
AHB52207_NXV116PVM_Suidae_2007.069444	NXV116PVM	Suidae	0.161061947	0.240707965	0.219469027	0.168141593	0.168141593	0.150442478	0.247787611	0.288495575
AHB59341_NEJ913JOK_Suidae_2013.852778	NEJ913JOK	Suidae	0.157522124	0.23539823	0.208849558	0.153982301	0.159292035	0.14159292	0.242477876	0.297345133
AHB59497_ILZ084XNC_Suidae_2013.680556	ILZ084XNC	Suidae	0.153982301	0.240707965	0.214159292	0.16460177	0.169911504	0.138053097	0.231858407	0.295575221
AHB72806_HMB637ZIR_Suidae_2013.830556	HMB637ZIR	Suidae	0.157522124	0.237168142	0.214159292	0.16460177	0.171681416	0.136283186	0.244247788	0.292035398
AHB73715_JNI646MCG_Suidae_2013.411111	JNI646MCG	Suidae	0.161061947	0.244247788	0.214159292	0.162831858	0.171681416	0.145132743	0.247787611	0.292035398
AHC68882_VLU171ZDE_Hominidae_1968	VLU171ZDE	Hominidae	0.168141593	0.240707965	0.212389381	0.192920354	0.178761062	0.152212389	0.230088496	0.29380531
AHH00866_HMW630UJH_Canidae_2013.333333	HMW630UJH	Canidae	0.175221239	0.240707965	0.203539823	0.201769912	0.180530973	0.155752212	0.249557522	0.300884956
AHI97705_GST552FYS_Suidae_2012.116667	GST552FYS	Suidae	0.155752212	0.238938053	0.207079646	0.175221239	0.166371681	0.139823009	0.231858407	0.292035398
AHI97944_XGQ615LON_Suidae_2011.763889	XGQ615LON	Suidae	0.157522124	0.238938053	0.214159292	0.16460177	0.169911504	0.138053097	0.242477876	0.290265487
AHJ57791_EWQ105ZGY_Avian_2009.177778	EWQ105ZGY	Avian	0.178761062	0.240707965	0.2	0.150442478	0.169911504	0.145132743	0.253097345	0.283185841
AHJ57920_QEH308AWG_Avian_2009.177778	QEH308AWG	Avian	0.178761062	0.238938053	0.2	0.153982301	0.168141593	0.153982301	0.272566372	0.283185841
AHJ58112_JBY526HAT_Suidae_2013.902778	JBY526HAT	Suidae	0.153982301	0.244247788	0.215929204	0.16460177	0.169911504	0.139823009	0.231858407	0.295575221
AHK10673_NWR200UOF_Suidae_2013.969444	NWR200UOF	Suidae	0.157522124	0.240707965	0.215929204	0.162831858	0.168141593	0.136283186	0.244247788	0.286725664
AHL24587_ESU025FOS_Avian_2013.952778	ESU025FOS	Avian	0.166371681	0.249557522	0.215929204	0.191150442	0.178761062	0.150442478	0.237168142	0.283185841
AHM24191_RGK883JTU_Suidae_2014.061111	RGK883JTU	Suidae	0.161061947	0.246017699	0.210619469	0.16460177	0.171681416	0.143362832	0.247787611	0.290265487
AHM99098_KXL305TUQ_Avian_1976	KXL305TUQ	Avian	0.153982301	0.215929204	0.217699115	0.16460177	0.14159292	0.146902655	0.246017699	0.299115044
AHN03509_ACE725PAR_Avian_1975	ACE725PAR	Avian	0.168141593	0.22300885	0.187610619	0.153982301	0.161061947	0.145132743	0.25840708	0.288495575
AHN03657_IRS123PNZ_Avian_1976	IRS123PNZ	Avian	0.16460177	0.231858407	0.194690265	0.14159292	0.16460177	0.148672566	0.244247788	0.281415929
AHN03725_BMG948YZY_Avian_1981	BMG948YZY	Avian	0.16460177	0.231858407	0.192920354	0.143362832	0.162831858	0.146902655	0.246017699	0.284955752
AHN04143_ORY365OEB_Avian_1980	ORY365OEB	Avian	0.16460177	0.226548673	0.185840708	0.146902655	0.168141593	0.146902655	0.261946903	0.276106195
AHN04726_AFR089VKV_Avian_1978	AFR089VKV	Avian	0.16460177	0.231858407	0.196460177	0.145132743	0.162831858	0.145132743	0.238938053	0.288495575
AHX39022_EKA596IYG_Suidae_2013.5	EKA596IYG	Suidae	0.153982301	0.240707965	0.215929204	0.162831858	0.168141593	0.134513274	0.244247788	0.288495575
AHZ13523_XGU039FLJ_Hominidae_1984	XGU039FLJ	Hominidae	0.187610619	0.249557522	0.210619469	0.192920354	0.184070796	0.157522124	0.246017699	0.288495575
AHZ42269_JRJ762XUH_Avian_1987.383333	JRJ762XUH	Avian	0.162831858	0.217699115	0.205309735	0.187610619	0.184070796	0.146902655	0.224778761	0.288495575
AHZ60108_EZF572NTY_Hominidae_2012.919444	EZF572NTY	Hominidae	0.134770889	0.25606469	0.199460916	0.194070081	0.180592992	0.153638814	0.237196765	0.307277628
AID48416_TGL770LVD_Avian_2013.875	TGL770LVD	Avian	0.153982301	0.233628319	0.221238938	0.161061947	0.148672566	0.145132743	0.242477876	0.290265487
AID48478_YEZ543PUE_Suidae_1985	YEZ543PUE	Suidae	0.166371681	0.238938053	0.212389381	0.194690265	0.180530973	0.153982301	0.23539823	0.288495575
AIE48716_CAD691SVB_Suidae_2011.725	CAD691SVB	Suidae	0.155752212	0.221238938	0.207079646	0.168141593	0.145132743	0.148672566	0.249557522	0.29380531
AIE49017_AGU655XSE_Suidae_2012.027778	AGU655XSE	Suidae	0.152212389	0.217699115	0.201769912	0.161061947	0.132743363	0.145132743	0.254867257	0.290265487
AIE49050_XCT049SKH_Suidae_2012.166667	XCT049SKH	Suidae	0.145132743	0.230088496	0.205309735	0.173451327	0.136283186	0.143362832	0.254867257	0.299115044
AIE49072_JOP674WRH_Suidae_2012.166667	JOP674WRH	Suidae	0.148672566	0.228318584	0.205309735	0.173451327	0.138053097	0.14159292	0.253097345	0.295575221
AIE49251_UXQ012PIW_Suidae_2010.85	UXQ012PIW	Suidae	0.166371681	0.233628319	0.214159292	0.162831858	0.161061947	0.153982301	0.254867257	0.277876106
AIE49263_HHT070NYD_Suidae_2010.869444	HHT070NYD	Suidae	0.157522124	0.221238938	0.203539823	0.16460177	0.134513274	0.148672566	0.260176991	0.29380531
AIE50070_ANM027PTS_Suidae_2011.266667	ANM027PTS	Suidae	0.168141593	0.237168142	0.210619469	0.162831858	0.171681416	0.150442478	0.247787611	0.276106195
AIE50335_MDJ872GRU_Suidae_2011.591667	MDJ872GRU	Suidae	0.168141593	0.230088496	0.205309735	0.155752212	0.16460177	0.148672566	0.237168142	0.281415929
AIE50626_HJY227EUL_Suidae_2011.802778	HJY227EUL	Suidae	0.166371681	0.231858407	0.215929204	0.161061947	0.16460177	0.146902655	0.244247788	0.283185841
AIE51068_PBT054BJP_Suidae_2012.030556	PBT054BJP	Suidae	0.14159292	0.224778761	0.210619469	0.173451327	0.132743363	0.14159292	0.251327434	0.300884956
AIE51157_DPT258JOG_Suidae_2012.205556	DPT258JOG	Suidae	0.148672566	0.224778761	0.208849558	0.168141593	0.132743363	0.146902655	0.25840708	0.292035398
AIE51484_PDH563ZDJ_Suidae_2010.288889	PDH563ZDJ	Suidae	0.162831858	0.221238938	0.205309735	0.173451327	0.136283186	0.150442478	0.25840708	0.29380531
AIE51508_SPN928RWG_Suidae_2010.652778	SPN928RWG	Suidae	0.166371681	0.242477876	0.210619469	0.162831858	0.171681416	0.146902655	0.244247788	0.283185841
AIE51615_ROE998RSA_Suidae_2010.786111	ROE998RSA	Suidae	0.145132743	0.224778761	0.208849558	0.173451327	0.132743363	0.143362832	0.251327434	0.300884956
AIE51898_ADO793BWX_Suidae_2012.7	ADO793BWX	Suidae	0.169911504	0.233628319	0.201769912	0.157522124	0.162831858	0.155752212	0.242477876	0.283185841
AIE52501_NZD467SQK_Hominidae_1976	NZD467SQK	Hominidae	0.16460177	0.237168142	0.212389381	0.166371681	0.169911504	0.136283186	0.242477876	0.286725664
AII31203_RFZ572BGW_Suidae_2010.991667	RFZ572BGW	Suidae	0.166371681	0.233628319	0.214159292	0.159292035	0.173451327	0.143362832	0.23539823	0.274336283
AIL90200_OYY651TTW_Suidae_2013.913889	OYY651TTW	Suidae	0.169911504	0.242477876	0.217699115	0.194690265	0.159292035	0.146902655	0.249557522	0.286725664
AIL90226_FPK220XAE_Suidae_2012.930556	FPK220XAE	Suidae	0.162831858	0.230088496	0.203539823	0.16460177	0.161061947	0.150442478	0.247787611	0.279646018
AIS23614_UQN125KNZ_Avian_2010.041667	UQN125KNZ	Avian	0.16399287	0.242424242	0.219251337	0.199643494	0.167557932	0.156862745	0.233511586	0.286987522
AIT38333_NCA219XEU_Suidae_2011.858333	NCA219XEU	Suidae	0.178761062	0.254867257	0.221238938	0.205309735	0.17699115	0.143362832	0.238938053	0.284955752
AIU46019_GNP344ZOT_Hominidae_1968	GNP344ZOT	Hominidae	0.168141593	0.238938053	0.215929204	0.191150442	0.17699115	0.155752212	0.231858407	0.292035398
