ATY73852.1:1-758	ATY73852.1:1-758
ACI40921.1:1-765	AEM75987.1:1-759
ACI40921.1:1-765	AEM75998.1:1-759
ACI40921.1:1-765	AEM76009.1:1-759
ACI40921.1:1-765	AEM76020.1:1-759
ACI40921.1:1-765	AEM76031.1:1-759
ACI40921.1:1-765	AEM76042.1:1-759
ACI40921.1:1-765	AEM76053.1:1-759
ACI40921.1:1-765	AEM76064.1:1-759
ACI40921.1:1-765	AEM76461.1:1-759
ACI40921.1:1-765	AEM76472.1:1-759
ACI40921.1:1-765	AEM76483.1:1-759
ACI40921.1:1-765	AEM76494.1:1-759
ACI40921.1:1-765	AEM76505.1:1-759
ACI40921.1:1-765	AEM76516.1:1-759
ACI40921.1:1-765	AEM76527.1:1-759
ACI40921.1:1-765	AEM76538.1:1-759
ACI40921.1:1-765	AEM76549.1:1-759
ACI40921.1:1-765	AEM76560.1:1-759
ACI40921.1:1-765	AEM76571.1:1-759
ACI40921.1:1-765	AEM76582.1:1-759
ACI40921.1:1-765	AEM76593.1:1-759
ACI40921.1:1-765	AEM76604.1:1-759
ACI40921.1:1-765	AEM76615.1:1-759
ACI40921.1:1-765	AEM76626.1:1-759
ACI40921.1:1-765	AEM76663.1:1-759
ACI40921.1:1-765	AEM76674.1:1-759
ACI40921.1:1-765	AEN74792.1:1-759
ACI40921.1:1-765	AEN74803.1:1-759
ACI40921.1:1-765	AEN74814.1:1-759
ACI40921.1:1-765	AEN94584.1:1-759
ACI40921.1:1-765	AEN94599.1:1-759
ACI40921.1:1-765	AEN94610.1:1-759
ACI40921.1:1-765	AEN94621.1:1-759
ACI40921.1:1-765	AEN94657.1:1-759
ACI40921.1:1-765	AEN94687.1:1-759
ACI40921.1:1-765	AEN94698.1:1-759
ACI40921.1:1-765	AEN94709.1:1-759
ACI40921.1:1-765	AEN94739.1:1-759
ACI40921.1:1-765	AEN94772.1:1-759
ACI40921.1:1-765	AEN94783.1:1-759
ACI40921.1:1-765	AEN94794.1:1-759
ACI40921.1:1-765	AEN94805.1:1-759
ACI40921.1:1-765	AEO22143.1:1-759
ACI40921.1:1-765	AEO31328.1:1-759
ACI40921.1:1-765	AEP84132.1:1-749
ACI40921.1:1-765	AEQ54716.1:1-759
ACI40921.1:1-765	AET21447.1:1-759
ACI40921.1:1-765	AET74409.1:1-759
ACI40921.1:1-765	AET74432.1:1-759
ACI40921.1:1-765	AET74558.1:1-759
ACI40921.1:1-765	AET74594.1:1-759
ACI40921.1:1-765	AET74605.1:1-759
ACI40921.1:1-765	AET74657.1:1-756
ACI40921.1:1-765	AET74668.1:1-759
ACI40921.1:1-765	AET74732.1:1-759
ACI40921.1:1-765	AET74757.1:1-759
ACI40921.1:1-765	AET74768.1:1-759
ACI40921.1:1-765	AET74779.1:1-759
ACI40921.1:1-765	AET74790.1:1-759
ACI40921.1:1-765	AET74801.1:1-759
ACI40921.1:1-765	AET74823.1:1-759
ACI40921.1:1-765	AET74834.1:1-759
ACI40921.1:1-765	AET74845.1:1-759
ACI40921.1:1-765	AET74856.1:1-759
ACI40921.1:1-765	AET74883.1:1-759
ACI40921.1:1-765	AET74894.1:1-759
ACI40921.1:1-765	AET74905.1:1-759
ACI40921.1:1-765	AET74917.1:1-759
ACI40921.1:1-765	AET74928.1:1-759
ACI40921.1:1-765	AET74939.1:1-759
ACI40921.1:1-765	AET74950.1:1-759
ACI40921.1:1-765	AET74961.1:1-759
ACI40921.1:1-765	AET74972.1:1-759
ACI40921.1:1-765	AET74983.1:1-759
ACI40921.1:1-765	AET74994.1:1-759
ACI40921.1:1-765	AET75005.1:1-759
ACI40921.1:1-765	AET75016.1:1-759
ACI40921.1:1-765	AET75027.1:1-759
ACI40921.1:1-765	AET75038.1:1-759
ACI40921.1:1-765	AET75049.1:1-759
ACI40921.1:1-765	AET75060.1:1-759
ACI40921.1:1-765	AET75082.1:1-759
ACI40921.1:1-765	AET75093.1:1-759
ACI40921.1:1-765	AET75168.1:1-759
ACI40921.1:1-765	AET75179.1:1-759
ACI40921.1:1-765	AET75190.1:1-759
ACI40921.1:1-765	AET75201.1:1-759
ACI40921.1:1-765	AET75212.1:1-759
ACI40921.1:1-765	AET75223.1:1-759
ACI40921.1:1-765	AET75234.1:1-759
ACI40921.1:1-765	AET75245.1:1-759
ACI40921.1:1-765	AET75256.1:1-759
ACI40921.1:1-765	AET75267.1:1-759
ACI40921.1:1-765	AET75278.1:1-759
ACI40921.1:1-765	AET75289.1:1-759
ACI40921.1:1-765	AET75300.1:1-759
ACI40921.1:1-765	AET75311.1:1-759
ACI40921.1:1-765	AET75322.1:1-759
ACI40921.1:1-765	AET75333.1:1-759
ACI40921.1:1-765	AET75344.1:1-759
ACI40921.1:1-765	AET75355.1:1-759
ACI40921.1:1-765	AET75366.1:1-759
ACI40921.1:1-765	AET75392.1:1-759
ACI40921.1:1-765	AET75403.1:1-759
ACI40921.1:1-765	AET75427.1:1-759
ACI40921.1:1-765	AET75438.1:1-759
ACI40921.1:1-765	AET75449.1:1-759
ACI40921.1:1-765	AET75460.1:1-759
ACI40921.1:1-765	AET75471.1:1-759
ACI40921.1:1-765	AET75482.1:1-759
ACI40921.1:1-765	AET75493.1:1-759
ACI40921.1:1-765	AET75517.1:1-759
ACI40921.1:1-765	AET75528.1:1-759
ACI40921.1:1-765	AET75539.1:1-759
ACI40921.1:1-765	AET75554.1:1-759
ACI40921.1:1-765	AET75566.1:1-759
ACI40921.1:1-765	AET75577.1:1-759
ACI40921.1:1-765	AET75589.1:1-759
ACI40921.1:1-765	AET75637.1:1-759
ACI40921.1:1-765	AET75648.1:1-759
ACI40921.1:1-765	AET75677.1:1-759
ACI40921.1:1-765	AET75688.1:1-759
ACI40921.1:1-765	AET75699.1:1-759
ACI40921.1:1-765	AET75726.1:1-759
ACI40921.1:1-765	AET75737.1:1-759
ACI40921.1:1-765	AET75748.1:1-759
ACI40921.1:1-765	AET75759.1:1-759
ACI40921.1:1-765	AET75820.1:1-759
ACI40921.1:1-765	AET75831.1:1-759
ACI40921.1:1-765	AET75844.1:1-759
ACI40921.1:1-765	AET75855.1:1-759
ACI40921.1:1-765	AET75866.1:1-759
ACI40921.1:1-765	AET75922.1:1-759
ACI40921.1:1-765	AET75933.1:1-759
ACI40921.1:1-765	AET75944.1:1-759
ACI40921.1:1-765	AET75955.1:1-759
ACI40921.1:1-765	AET75966.1:1-759
ACI40921.1:1-765	AET75977.1:1-759
ACI40921.1:1-765	AET75988.1:1-759
ACI40921.1:1-765	AET76376.1:1-759
ACI40921.1:1-765	AET76387.1:1-759
ACI40921.1:1-765	AET76447.1:1-759
ACI40921.1:1-765	AET76458.1:1-759
ACI40921.1:1-765	AET76469.1:1-759
ACI40921.1:1-765	AET76480.1:1-759
ACI40921.1:1-765	AET76502.1:1-759
ACI40921.1:1-765	AET76524.1:1-759
ACI40921.1:1-765	AET76535.1:1-759
ACI40921.1:1-765	AET76546.1:1-759
ACI40921.1:1-765	AET76557.1:1-759
ACI40921.1:1-765	AET76568.1:1-759
ACI40921.1:1-765	AET76579.1:1-759
ACI40921.1:1-765	AET76590.1:1-759
ACI40921.1:1-765	AET76601.1:1-759
ACI40921.1:1-765	AET76612.1:1-759
ACI40921.1:1-765	AET76623.1:1-759
ACI40921.1:1-765	AET76656.1:1-759
ACI40921.1:1-765	AET76667.1:1-759
ACI40921.1:1-765	AET76678.1:1-759
ACI40921.1:1-765	AET76689.1:1-759
ACI40921.1:1-765	AET76700.1:1-759
ACI40921.1:1-765	AET76711.1:1-759
ACI40921.1:1-765	AET76722.1:1-759
ACI40921.1:1-765	AET76733.1:1-759
ACI40921.1:1-765	AET76758.1:1-759
ACI40921.1:1-765	AET76769.1:1-759
ACI40921.1:1-765	AET76780.1:1-759
ACI40921.1:1-765	AET76791.1:1-759
ACI40921.1:1-765	AET76802.1:1-759
ACI40921.1:1-765	AET76831.1:1-759
ACI40921.1:1-765	AET76842.1:1-759
ACI40921.1:1-765	AET76853.1:1-759
ACI40921.1:1-765	AET76864.1:1-759
ACI40921.1:1-765	AET76875.1:1-759
ACI40921.1:1-765	AET76886.1:1-759
ACI40921.1:1-765	AET76897.1:1-759
ACI40921.1:1-765	AET76908.1:1-759
ACI40921.1:1-765	AET76932.1:1-759
ACI40921.1:1-765	AET76943.1:1-759
ACI40921.1:1-765	AET76954.1:1-759
ACI40921.1:1-765	AET76965.1:1-759
ACI40921.1:1-765	AET76976.1:1-759
ACI40921.1:1-765	AET76990.1:1-759
ACI40921.1:1-765	AET77023.1:1-759
ACI40921.1:1-765	AET77034.1:1-759
ACI40921.1:1-765	AET77045.1:1-759
ACI40921.1:1-765	AET77076.1:1-759
ACI40921.1:1-765	AET77087.1:1-759
ACI40921.1:1-765	AET77098.1:1-759
ACI40921.1:1-765	AET77109.1:1-759
ACI40921.1:1-765	AET77120.1:1-759
ACI40921.1:1-765	AET77131.1:1-759
ACI40921.1:1-765	AET77142.1:1-759
ACI40921.1:1-765	AET77153.1:1-759
ACI40921.1:1-765	AET77164.1:1-759
ACI40921.1:1-765	AET77175.1:1-759
ACI40921.1:1-765	AET77186.1:1-759
ACI40921.1:1-765	AET77197.1:1-759
ACI40921.1:1-765	AET77208.1:1-759
ACI40921.1:1-765	AET77219.1:1-759
ACI40921.1:1-765	AET77230.1:1-759
ACI40921.1:1-765	AET77241.1:1-759
ACI40921.1:1-765	AET77252.1:1-759
ACI40921.1:1-765	AET77263.1:1-759
ACI40921.1:1-765	AET77286.1:1-759
ACI40921.1:1-765	AET77297.1:1-759
ACI40921.1:1-765	AET77308.1:1-759
ACI40921.1:1-765	AET77319.1:1-759
ACI40921.1:1-765	AET77330.1:1-759
ACI40921.1:1-765	AET77341.1:1-759
ACI40921.1:1-765	AET77352.1:1-759
ACI40921.1:1-765	AET77378.1:1-759
ACI40921.1:1-765	AET77389.1:1-759
ACI40921.1:1-765	AET77400.1:1-759
ACI40921.1:1-765	AET77426.1:1-759
ACI40921.1:1-765	AET77437.1:1-759
ACI40921.1:1-765	AET77448.1:1-759
ACI40921.1:1-765	AET77459.1:1-759
ACI40921.1:1-765	AET77470.1:1-759
ACI40921.1:1-765	AET77492.1:1-759
ACI40921.1:1-765	AET77503.1:1-759
ACI40921.1:1-765	AET77536.1:1-759
ACI40921.1:1-765	AET77547.1:1-759
ACI40921.1:1-765	AET77574.1:1-759
ACI40921.1:1-765	AET77585.1:1-759
ACI40921.1:1-765	AET77596.1:1-759
ACI40921.1:1-765	AET77621.1:1-759
ACI40921.1:1-765	AET77632.1:1-759
ACI40921.1:1-765	AET77643.1:1-759
ACI40921.1:1-765	AET77654.1:1-759
ACI40921.1:1-765	AET77665.1:1-759
ACI40921.1:1-765	AET77687.1:1-759
ACI40921.1:1-765	AET77698.1:1-759
ACI40921.1:1-765	AET77725.1:1-759
ACI40921.1:1-765	AET77736.1:1-759
ACI40921.1:1-765	AET77747.1:1-759
ACI40921.1:1-765	AET77758.1:1-759
ACI40921.1:1-765	AET77780.1:1-759
ACI40921.1:1-765	AET77791.1:1-759
ACI40921.1:1-765	AET77802.1:1-759
ACI40921.1:1-765	AET77825.1:1-759
ACI40921.1:1-765	AET77848.1:1-759
ACI40921.1:1-765	AET77876.1:1-759
ACI40921.1:1-765	AET77887.1:1-759
ACI40921.1:1-765	AET77909.1:1-759
ACI40921.1:1-765	AET77921.1:1-759
ACI40921.1:1-765	AET77932.1:1-759
ACI40921.1:1-765	AET77943.1:1-759
ACI40921.1:1-765	AET77967.1:1-759
ACI40921.1:1-765	AET77978.1:1-759
ACI40921.1:1-765	AET77989.1:1-759
ACI40921.1:1-765	AET78016.1:1-759
ACI40921.1:1-765	AET78027.1:1-759
ACI40921.1:1-765	AET78038.1:1-759
ACI40921.1:1-765	AET78063.1:1-759
ACI40921.1:1-765	AET78074.1:1-759
ACI40921.1:1-765	AET78118.1:1-759
ACI40921.1:1-765	AET78129.1:1-759
ACI40921.1:1-765	AET78140.1:1-759
ACI40921.1:1-765	AET78151.1:1-759
ACI40921.1:1-765	AET78162.1:1-759
ACI40921.1:1-765	AET78173.1:1-759
ACI40921.1:1-765	AET78184.1:1-759
ACI40921.1:1-765	AET78195.1:1-759
ACI40921.1:1-765	AET78221.1:1-759
ACI40921.1:1-765	AET78232.1:1-759
ACI40921.1:1-765	AET78243.1:1-759
ACI40921.1:1-765	AET78254.1:1-759
ACI40921.1:1-765	AET80024.1:1-759
ACI40921.1:1-765	AEX32730.1:1-751
ACI40921.1:1-765	AFF23251.1:1-759
ACI40921.1:1-765	AFF23262.1:1-759
ACI40921.1:1-765	AFF25538.1:1-759
ACI40921.1:1-765	AFF25549.1:1-759
ACI40921.1:1-765	AFF25560.1:1-759
ACI40921.1:1-765	AFF25571.1:1-759
ACI40921.1:1-765	AFF25582.1:1-759
ACI40921.1:1-765	AFF25593.1:1-759
ACI40921.1:1-765	AFF25604.1:1-759
ACI40921.1:1-765	AFF25615.1:1-759
ACI40921.1:1-765	AFF25626.1:1-759
ACI40921.1:1-765	AFF25637.1:1-759
ACI40921.1:1-765	AFF25648.1:1-759
ACI40921.1:1-765	AFF25659.1:1-759
ACI40921.1:1-765	AFF25670.1:1-759
ACI40921.1:1-765	AFF25681.1:1-759
ACI40921.1:1-765	AFF25692.1:1-759
ACI40921.1:1-765	AFF25703.1:1-759
ACI40921.1:1-765	AFF25714.1:1-759
ACI40921.1:1-765	AFF25725.1:1-759
ACI40921.1:1-765	AFF25736.1:1-759
ACI40921.1:1-765	AFF25747.1:1-759
ACI40921.1:1-765	AFF25758.1:1-759
ACI40921.1:1-765	AFF25769.1:1-759
ACI40921.1:1-765	AFF25780.1:1-759
ACI40921.1:1-765	AFF25791.1:1-759
ACI40921.1:1-765	AFF25802.1:1-759
ACI40921.1:1-765	AFF25813.1:1-759
ACI40921.1:1-765	AFF25824.1:1-759
ACI40921.1:1-765	AFF25835.1:1-759
ACI40921.1:1-765	AFF25846.1:1-759
ACI40921.1:1-765	AFF25857.1:1-759
ACI40921.1:1-765	AFF25868.1:1-759
ACI40921.1:1-765	AFF25879.1:1-759
ACI40921.1:1-765	AFF25890.1:1-759
ACI40921.1:1-765	AFF25901.1:1-759
ACI40921.1:1-765	AFF25912.1:1-759
ACI40921.1:1-765	AFF25923.1:1-759
ACI40921.1:1-765	AFF25934.1:1-759
ACI40921.1:1-765	AFF25945.1:1-759
ACI40921.1:1-765	AFF25956.1:1-759
ACI40921.1:1-765	AFF25967.1:1-759
ACI40921.1:1-765	AFF25978.1:1-759
ACI40921.1:1-765	AFF25989.1:1-759
ACI40921.1:1-765	AFF26000.1:1-759
ACI40921.1:1-765	AFF26011.1:1-759
ACI40921.1:1-765	AFF26022.1:1-759
ACI40921.1:1-765	AFF26033.1:1-759
ACI40921.1:1-765	AFF26044.1:1-759
ACI40921.1:1-765	AFF26055.1:1-759
ACI40921.1:1-765	AFF26066.1:1-759
ACI40921.1:1-765	AFF26077.1:1-759
ACI40921.1:1-765	AFR33897.1:1-759
ACI40921.1:1-765	AFR33908.1:1-759
ACI40921.1:1-765	AFR33919.1:1-759
ACI40921.1:1-765	AIS23590.1:1-759
ACI40921.1:1-765	ADP07783.1:1-759
ACI40921.1:1-765	ADP07794.1:1-759
ACI40921.1:1-765	ADP07805.1:1-759
ACI40921.1:1-765	ADP07816.1:1-759
ACI40921.1:1-765	ADP07827.1:1-759
ACI40921.1:1-765	ADP07838.1:1-759
ACI40921.1:1-765	ADP07849.1:1-759
ACI40921.1:1-765	ADP07860.1:1-759
ACI40921.1:1-765	ADP07871.1:1-759
ACI40921.1:1-765	ADP07882.1:1-759
ACI40921.1:1-765	ADP07893.1:1-759
ACI40921.1:1-765	ADP07904.1:1-759
ACI40921.1:1-765	ADP07915.1:1-759
ACI40921.1:1-765	ADP07926.1:1-759
ACI40921.1:1-765	ADP30870.1:1-742
ACI40921.1:1-765	ADP30881.1:1-754
ACI40921.1:1-765	ADP69269.1:1-759
ACI40921.1:1-765	ADP95407.1:1-759
ACI40921.1:1-765	ADP95417.1:1-759
ACI40921.1:1-765	ADP95446.1:1-759
ACI40921.1:1-765	ADP95471.1:1-759
ACI40921.1:1-765	ADQ20523.1:1-759
ACI40921.1:1-765	ADQ20533.1:1-759
ACI40921.1:1-765	ADQ20544.1:1-759
ACI40921.1:1-765	ADQ20553.1:1-759
ACI40921.1:1-765	ADQ20564.1:1-759
ACI40921.1:1-765	ADQ20573.1:1-759
ACI40921.1:1-765	ADQ20584.1:1-759
ACI40921.1:1-765	ADQ20592.1:1-759
ACI40921.1:1-765	ADQ20601.1:1-759
ACI40921.1:1-765	ADQ20612.1:1-759
ACI40921.1:1-765	ADQ20623.1:1-759
ACI40921.1:1-765	ADQ20634.1:1-759
ACI40921.1:1-765	ADQ20656.1:1-759
ACI40921.1:1-765	ADQ20667.1:1-759
ACI40921.1:1-765	ADQ20678.1:1-759
ACI40921.1:1-765	ADQ20689.1:1-759
ACI40921.1:1-765	ADQ26639.1:1-759
ACI40921.1:1-765	ADQ26650.1:1-759
ACI40921.1:1-765	ADQ26661.1:1-759
ACI40921.1:1-765	ADQ26672.1:1-759
ACI40921.1:1-765	ADQ92592.1:1-759
ACI40921.1:1-765	ADQ92603.1:1-759
ACI40921.1:1-765	ADQ92614.1:1-759
ACI40921.1:1-765	ADQ92625.1:1-759
ACI40921.1:1-765	ADQ92635.1:1-759
ACI40921.1:1-765	ADQ92646.1:1-759
ACI40921.1:1-765	ADQ92679.1:1-759
ACI40921.1:1-765	ADQ92689.1:1-759
ACI40921.1:1-765	ADQ93374.1:1-759
ACI40921.1:1-765	ADR00687.1:1-759
ACI40921.1:1-765	ADR00705.1:1-759
ACI40921.1:1-765	ADR00716.1:1-759
ACI40921.1:1-765	ADR00727.1:1-759
ACI40921.1:1-765	ADR00738.1:1-759
ACI40921.1:1-765	ADR00745.1:1-759
ACI40921.1:1-765	ADR00756.1:1-759
ACI40921.1:1-765	ADR00767.1:1-759
ACI40921.1:1-765	ADR00778.1:1-759
ACI40921.1:1-765	ADR00789.1:1-759
ACI40921.1:1-765	ADR00800.1:1-759
ACI40921.1:1-765	ADR00811.1:1-759
ACI40921.1:1-765	ADR00822.1:1-759
ACI40921.1:1-765	ADR00834.1:1-759
ACI40921.1:1-765	ADR00845.1:1-759
ACI40921.1:1-765	ADR00856.1:1-759
ACI40921.1:1-765	ADR00867.1:1-759
ACI40921.1:1-765	ADR00878.1:1-759
ACI40921.1:1-765	ADR00889.1:1-759
ACI40921.1:1-765	ADR00900.1:1-759
ACI40921.1:1-765	ADR00911.1:1-759
ACI40921.1:1-765	ADR00922.1:1-759
ACI40921.1:1-765	ADR00933.1:1-759
ACI40921.1:1-765	ADR00943.1:1-759
ACI40921.1:1-765	ADR00954.1:1-759
ACI40921.1:1-765	ADR00965.1:1-759
ACI40921.1:1-765	ADR23775.1:1-759
ACI40921.1:1-765	ADR65104.1:1-759
ACI40921.1:1-765	ADR65360.1:1-759
ACI40921.1:1-765	ADR65393.1:1-759
ACI40921.1:1-765	ADR66048.1:1-759
ACI40921.1:1-765	ADR66055.1:1-759
ACI40921.1:1-765	ADR66063.1:1-759
ACI40921.1:1-765	ADR66192.1:1-759
ACI40921.1:1-765	ADR66200.1:1-759
ACI40921.1:1-765	ADR66421.1:1-759
ACI40921.1:1-765	ADR66444.1:1-759
ACI40921.1:1-765	ADT64805.1:1-759
ACI40921.1:1-765	ADT64815.1:1-759
ACI40921.1:1-765	ADT64829.1:1-759
ACI40921.1:1-765	ADT64859.1:1-759
ACI40921.1:1-765	ADT64867.1:1-759
ACI40921.1:1-765	ADT70712.1:1-759
ACI40921.1:1-765	ADT79338.1:1-759
ACI40921.1:1-765	ADT79370.1:1-759
ACI40921.1:1-765	ADT79442.1:1-759
ACI40921.1:1-765	ADT79453.1:1-759
ACI40921.1:1-765	ADT79504.1:1-759
ACI40921.1:1-765	ADT79567.1:1-759
ACI40921.1:1-765	ADT79589.1:1-759
ACI40921.1:1-765	ADT79600.1:1-759
ACI40921.1:1-765	ADT79633.1:1-759
ACI40921.1:1-765	ADT79655.1:1-759
ACI40921.1:1-765	ADT80618.1:1-759
ACI40921.1:1-765	ADT80628.1:1-759
ACI40921.1:1-765	ADU15995.1:1-759
ACI40921.1:1-765	ADU16006.1:1-759
ACI40921.1:1-765	ADU16017.1:1-759
ACI40921.1:1-765	ADU16039.1:1-759
ACI40921.1:1-765	ADU16061.1:1-759
ACI40921.1:1-765	ADU16072.1:1-759
ACI40921.1:1-765	ADU16083.1:1-759
ACI40921.1:1-765	ADU16094.1:1-759
ACI40921.1:1-765	ADU16105.1:1-759
ACI40921.1:1-765	ADU16432.1:1-759
ACI40921.1:1-765	ADU16443.1:1-759
ACI40921.1:1-765	ADU16454.1:1-759
ACI40921.1:1-765	ADU16465.1:1-759
ACI40921.1:1-765	ADU16476.1:1-759
ACI40921.1:1-765	ADU16487.1:1-759
ACI40921.1:1-765	ADU16498.1:1-759
ACI40921.1:1-765	ADU16509.1:1-759
ACI40921.1:1-765	ADU16520.1:1-759
ACI40921.1:1-765	ADU16531.1:1-759
ACI40921.1:1-765	ADU16542.1:1-759
ACI40921.1:1-765	ADU16553.1:1-759
ACI40921.1:1-765	ADU16564.1:1-759
ACI40921.1:1-765	ADU16586.1:1-759
ACI40921.1:1-765	ADU16597.1:1-759
ACI40921.1:1-765	ADU16608.1:1-759
ACI40921.1:1-765	ADU16619.1:1-759
ACI40921.1:1-765	ADU16630.1:1-759
ACI40921.1:1-765	ADU16641.1:1-759
ACI40921.1:1-765	ADU16652.1:1-759
ACI40921.1:1-765	ADU16663.1:1-759
ACI40921.1:1-765	ADU16674.1:1-759
ACI40921.1:1-765	ADU16685.1:1-759
ACI40921.1:1-765	ADU16696.1:1-759
ACI40921.1:1-765	ADU16707.1:1-759
ACI40921.1:1-765	ADU16718.1:1-759
ACI40921.1:1-765	ADU16729.1:1-759
ACI40921.1:1-765	ADU16750.1:1-759
ACI40921.1:1-765	ADU16761.1:1-759
ACI40921.1:1-765	ADU16772.1:1-759
ACI40921.1:1-765	ADU16783.1:1-759
ACI40921.1:1-765	ADU16794.1:1-759
ACI40921.1:1-765	ADU16805.1:1-759
ACI40921.1:1-765	ADU16816.1:1-759
ACI40921.1:1-765	ADU16827.1:1-759
ACI40921.1:1-765	ADU16838.1:1-759
ACI40921.1:1-765	ADU16849.1:1-759
ACI40921.1:1-765	ADU16860.1:1-759
ACI40921.1:1-765	ADU16871.1:1-759
ACI40921.1:1-765	ADU16882.1:1-759
ACI40921.1:1-765	ADU16893.1:1-759
ACI40921.1:1-765	ADU16904.1:1-759
ACI40921.1:1-765	ADU16915.1:1-759
ACI40921.1:1-765	ADU16926.1:1-759
ACI40921.1:1-765	ADU16937.1:1-759
ACI40921.1:1-765	ADU16948.1:1-759
ACI40921.1:1-765	ADU16970.1:1-759
ACI40921.1:1-765	ADU16981.1:1-759
ACI40921.1:1-765	ADU16992.1:1-759
ACI40921.1:1-765	ADU17003.1:1-759
ACI40921.1:1-765	ADU17014.1:1-759
ACI40921.1:1-765	ADU17036.1:1-759
ACI40921.1:1-765	ADU17047.1:1-759
ACI40921.1:1-765	ADU17058.1:1-759
ACI40921.1:1-765	ADU17069.1:1-759
ACI40921.1:1-765	ADU17080.1:1-759
ACI40921.1:1-765	ADU17091.1:1-759
ACI40921.1:1-765	ADU17124.1:1-759
ACI40921.1:1-765	ADU17135.1:1-759
ACI40921.1:1-765	ADU17146.1:1-759
ACI40921.1:1-765	ADU17157.1:1-759
ACI40921.1:1-765	ADU17266.1:1-759
ACI40921.1:1-765	ADU17277.1:1-759
ACI40921.1:1-765	ADU17288.1:1-759
ACI40921.1:1-765	ADU17299.1:1-759
ACI40921.1:1-765	ADU17310.1:1-759
ACI40921.1:1-765	ADU17321.1:1-759
ACI40921.1:1-765	ADU17332.1:1-759
ACI40921.1:1-765	ADU17343.1:1-759
ACI40921.1:1-765	ADU17354.1:1-759
ACI40921.1:1-765	ADU17403.1:1-759
ACI40921.1:1-765	ADU17425.1:1-759
ACI40921.1:1-765	ADU17436.1:1-759
ACI40921.1:1-765	ADU17447.1:1-759
ACI40921.1:1-765	ADU17458.1:1-759
ACI40921.1:1-765	ADU17480.1:1-759
ACI40921.1:1-765	ADU17491.1:1-759
ACI40921.1:1-765	ADU17502.1:1-759
ACI40921.1:1-765	ADU17513.1:1-759
ACI40921.1:1-765	ADU17524.1:1-759
ACI40921.1:1-765	ADU17545.1:1-759
ACI40921.1:1-765	ADU17556.1:1-759
ACI40921.1:1-765	ADU17567.1:1-759
ACI40921.1:1-765	ADU17607.1:1-759
ACI40921.1:1-765	ADU17615.1:1-759
ACI40921.1:1-765	ADU17626.1:1-759
ACI40921.1:1-765	ADU17659.1:1-759
ACI40921.1:1-765	ADU17669.1:1-759
ACI40921.1:1-765	ADU20261.1:1-759
ACI40921.1:1-765	ADU20272.1:1-759
ACI40921.1:1-765	ADU20283.1:1-759
ACI40921.1:1-765	ADU20294.1:1-759
ACI40921.1:1-765	ADU20305.1:1-759
ACI40921.1:1-765	ADU20316.1:1-759
ACI40921.1:1-765	ADU20327.1:1-759
ACI40921.1:1-765	ADU20338.1:1-759
ACI40921.1:1-765	ADU20349.1:1-759
ACI40921.1:1-765	ADU20360.1:1-759
ACI40921.1:1-765	ADU20371.1:1-759
ACI40921.1:1-765	ADU20382.1:1-759
ACI40921.1:1-765	ADU20393.1:1-759
ACI40921.1:1-765	ADU20404.1:1-759
ACI40921.1:1-765	ADU20463.1:1-759
ACI40921.1:1-765	ADU20485.1:1-759
ACI40921.1:1-765	ADU24532.1:1-759
ACI40921.1:1-765	ADU25022.1:1-759
ACI40921.1:1-765	ADU25033.1:1-759
ACI40921.1:1-765	ADU53010.1:1-759
ACI40921.1:1-765	ADU53021.1:1-759
ACI40921.1:1-765	ADU53032.1:1-759
ACI40921.1:1-765	ADU53043.1:1-759
ACI40921.1:1-765	ADU53054.1:1-759
ACI40921.1:1-765	ADU53065.1:1-759
ACI40921.1:1-765	ADU53076.1:1-759
ACI40921.1:1-765	ADU53087.1:1-759
ACI40921.1:1-765	ADU53098.1:1-759
ACI40921.1:1-765	ADU53109.1:1-759
ACI40921.1:1-765	ADU53120.1:1-759
ACI40921.1:1-765	ADU53131.1:1-759
ACI40921.1:1-765	ADU53152.1:1-759
ACI40921.1:1-765	ADU53161.1:1-759
ACI40921.1:1-765	ADU53181.1:1-759
ACI40921.1:1-765	ADU53191.1:1-759
ACI40921.1:1-765	ADU53208.1:1-759
ACI40921.1:1-765	ADU53234.1:1-759
ACI40921.1:1-765	ADU53259.1:1-759
ACI40921.1:1-765	ADU53270.1:1-759
ACI40921.1:1-765	ADU53280.1:1-759
ACI40921.1:1-765	ADU53300.1:1-759
ACI40921.1:1-765	ADU53311.1:1-759
ACI40921.1:1-765	ADU53322.1:1-759
ACI40921.1:1-765	ADU53331.1:1-759
ACI40921.1:1-765	ADU53350.1:1-759
ACI40921.1:1-765	ADU53360.1:1-759
ACI40921.1:1-765	ADU53370.1:1-759
ACI40921.1:1-765	ADU53379.1:1-759
ACI40921.1:1-765	ADU53388.1:1-759
ACI40921.1:1-765	ADU53398.1:1-759
ACI40921.1:1-765	ADU53408.1:1-759
ACI40921.1:1-765	ADU53418.1:1-759
ACI40921.1:1-765	ADU53426.1:1-759
ACI40921.1:1-765	ADU53449.1:1-759
ACI40921.1:1-765	ADU53459.1:1-759
ACI40921.1:1-765	ADU53473.1:1-759
ACI40921.1:1-765	ADU53493.1:1-759
ACI40921.1:1-765	ADU53508.1:1-759
ACI40921.1:1-765	ADU53613.1:1-759
ACI40921.1:1-765	ADU53624.1:1-759
ACI40921.1:1-765	ADU53634.1:1-759
ACI40921.1:1-765	ADU53644.1:1-759
